event_date,date_id,venue_id,customer_id,channel_id,weather_id,num_tickets,ticket_price,total_spend
2025-01-01,20250101,2,88,1,355,4,90.0,360.0
2025-01-01,20250101,2,89,1,355,4,150.0,600.0
2025-01-01,20250101,1,90,3,355,3,75.0,225.0
2025-01-01,20250101,1,91,5,355,4,60.0,240.0
2025-01-01,20250101,1,92,5,355,1,35.0,35.0
2025-01-01,20250101,1,93,5,355,3,25.0,75.0
2025-01-01,20250101,2,94,1,355,6,75.0,450.0
2025-01-01,20250101,5,95,5,355,6,60.0,360.0
2025-01-01,20250101,4,96,3,355,3,25.0,75.0
2025-01-01,20250101,1,97,5,355,3,25.0,75.0
2025-01-01,20250101,1,98,5,355,6,120.0,720.0
2025-01-01,20250101,1,99,4,355,3,120.0,360.0
2025-01-01,20250101,5,100,4,355,1,90.0,90.0
2025-01-01,20250101,5,101,3,355,6,90.0,540.0
2025-01-01,20250101,4,102,3,355,5,150.0,750.0
2025-01-01,20250101,2,103,2,355,4,60.0,240.0
2025-01-01,20250101,1,104,3,355,1,60.0,60.0
2025-01-01,20250101,2,105,4,355,2,120.0,240.0
2025-01-01,20250101,3,106,1,355,5,50.0,250.0
2025-01-01,20250101,2,107,2,355,1,150.0,150.0
2025-01-01,20250101,2,108,4,355,5,90.0,450.0
2025-01-01,20250101,3,109,3,355,3,50.0,150.0
2025-01-01,20250101,1,110,4,355,6,50.0,300.0
2025-01-01,20250101,3,111,1,355,1,90.0,90.0
2025-01-01,20250101,1,112,4,355,5,75.0,375.0
2025-01-01,20250101,2,113,4,355,1,25.0,25.0
2025-01-01,20250101,4,114,4,355,6,50.0,300.0
2025-01-01,20250101,4,115,2,355,6,50.0,300.0
2025-01-01,20250101,2,116,3,355,6,50.0,300.0
2025-01-01,20250101,4,117,2,355,6,35.0,210.0
2025-01-01,20250101,5,118,5,355,3,150.0,450.0
2025-01-01,20250101,4,119,2,355,3,90.0,270.0
2025-01-01,20250101,2,120,5,355,1,50.0,50.0
2025-01-01,20250101,5,121,5,355,6,75.0,450.0
2025-01-01,20250101,1,122,5,355,1,120.0,120.0
2025-01-01,20250101,2,123,3,355,2,90.0,180.0
2025-01-01,20250101,2,124,1,355,4,150.0,600.0
2025-01-01,20250101,4,125,3,355,6,50.0,300.0
2025-01-01,20250101,4,126,2,355,2,50.0,100.0
2025-01-01,20250101,3,127,1,355,5,60.0,300.0
2025-01-01,20250101,4,128,4,355,1,90.0,90.0
2025-01-01,20250101,4,129,5,355,1,75.0,75.0
2025-01-01,20250101,1,130,5,355,6,50.0,300.0
2025-01-01,20250101,1,131,2,355,5,75.0,375.0
2025-01-01,20250101,3,132,2,355,3,35.0,105.0
2025-01-01,20250101,3,133,1,355,5,75.0,375.0
2025-01-01,20250101,2,134,3,355,1,50.0,50.0
2025-01-01,20250101,1,135,4,355,6,60.0,360.0
2025-01-01,20250101,1,136,2,355,4,90.0,360.0
2025-01-01,20250101,2,137,3,355,1,25.0,25.0
2025-01-01,20250101,2,138,1,355,2,60.0,120.0
2025-01-01,20250101,2,139,5,355,5,150.0,750.0
2025-01-01,20250101,1,140,2,355,5,25.0,125.0
2025-01-01,20250101,2,141,5,355,3,60.0,180.0
2025-01-01,20250101,4,142,1,355,2,25.0,50.0
2025-01-01,20250101,1,143,4,355,6,90.0,540.0
2025-01-01,20250101,3,144,2,355,6,25.0,150.0
2025-01-01,20250101,1,145,2,355,4,150.0,600.0
2025-01-01,20250101,1,146,2,355,4,60.0,240.0
2025-01-01,20250101,1,147,3,355,2,90.0,180.0
2025-01-01,20250101,2,148,4,355,2,120.0,240.0
2025-01-01,20250101,2,149,3,355,6,60.0,360.0
2025-01-01,20250101,2,150,4,355,2,60.0,120.0
2025-01-01,20250101,3,151,1,355,6,75.0,450.0
2025-01-01,20250101,1,152,2,355,6,90.0,540.0
2025-01-01,20250101,3,153,4,355,6,120.0,720.0
2025-01-01,20250101,5,154,3,355,2,120.0,240.0
2025-01-01,20250101,2,155,2,355,4,90.0,360.0
2025-01-01,20250101,2,156,1,355,5,120.0,600.0
2025-01-01,20250101,1,157,5,355,3,60.0,180.0
2025-01-01,20250101,1,158,4,355,6,75.0,450.0
2025-01-01,20250101,1,159,3,355,3,35.0,105.0
2025-01-01,20250101,2,160,3,355,1,75.0,75.0
2025-01-01,20250101,2,161,2,355,6,60.0,360.0
2025-01-01,20250101,2,162,4,355,4,50.0,200.0
2025-01-01,20250101,1,163,4,355,2,60.0,120.0
2025-01-01,20250101,2,164,5,355,5,120.0,600.0
2025-01-01,20250101,1,165,3,355,4,35.0,140.0
2025-01-01,20250101,4,166,1,355,1,50.0,50.0
2025-01-01,20250101,3,167,4,355,2,60.0,120.0
2025-01-01,20250101,1,168,5,355,1,150.0,150.0
2025-01-01,20250101,5,169,1,355,6,60.0,360.0
2025-01-01,20250101,2,170,1,355,5,50.0,250.0
2025-01-01,20250101,1,171,4,355,5,90.0,450.0
2025-01-01,20250101,1,172,1,355,2,25.0,50.0
2025-01-01,20250101,1,173,4,355,1,150.0,150.0
2025-01-01,20250101,4,174,2,355,4,50.0,200.0
2025-01-01,20250101,3,175,4,355,5,50.0,250.0
2025-01-01,20250101,4,176,2,355,6,60.0,360.0
2025-01-01,20250101,1,177,2,355,5,90.0,450.0
2025-01-01,20250101,1,178,2,355,1,75.0,75.0
2025-01-01,20250101,2,179,2,355,1,60.0,60.0
2025-01-01,20250101,3,180,2,355,6,90.0,540.0
2025-01-01,20250101,2,181,3,355,2,90.0,180.0
2025-01-01,20250101,1,182,3,355,1,50.0,50.0
2025-01-01,20250101,4,183,3,355,4,75.0,300.0
2025-01-01,20250101,1,184,3,355,2,150.0,300.0
2025-01-01,20250101,2,185,5,355,2,150.0,300.0
2025-01-01,20250101,2,186,4,355,6,150.0,900.0
2025-01-01,20250101,5,187,2,355,4,120.0,480.0
2025-01-01,20250101,4,188,1,355,2,120.0,240.0
2025-01-01,20250101,3,189,4,355,3,25.0,75.0
2025-01-01,20250101,2,190,3,355,2,75.0,150.0
2025-01-01,20250101,4,191,5,355,6,150.0,900.0
2025-01-01,20250101,2,192,1,355,6,50.0,300.0
2025-01-01,20250101,3,193,3,355,4,150.0,600.0
2025-01-01,20250101,1,194,4,355,6,90.0,540.0
2025-01-01,20250101,2,195,4,355,2,35.0,70.0
2025-01-01,20250101,2,196,5,355,2,35.0,70.0
2025-01-01,20250101,3,197,2,355,6,35.0,210.0
2025-01-01,20250101,3,198,3,355,2,35.0,70.0
2025-01-01,20250101,2,199,2,355,2,90.0,180.0
2025-01-01,20250101,1,200,4,355,5,50.0,250.0
2025-01-01,20250101,1,201,3,355,1,90.0,90.0
2025-01-01,20250101,1,202,1,355,4,75.0,300.0
2025-01-01,20250101,3,203,2,355,6,35.0,210.0
2025-01-01,20250101,1,204,5,355,5,50.0,250.0
2025-01-01,20250101,2,205,3,355,1,120.0,120.0
2025-01-01,20250101,2,206,5,355,4,120.0,480.0
2025-01-01,20250101,2,207,2,355,4,90.0,360.0
2025-01-01,20250101,3,208,5,355,3,120.0,360.0
2025-01-01,20250101,2,209,3,355,4,90.0,360.0
2025-01-01,20250101,2,210,3,355,2,50.0,100.0
2025-01-01,20250101,1,211,1,355,6,120.0,720.0
2025-01-01,20250101,1,212,4,355,1,25.0,25.0
2025-01-01,20250101,1,213,1,355,2,35.0,70.0
2025-01-01,20250101,2,214,5,355,6,75.0,450.0
2025-01-01,20250101,1,215,3,355,3,150.0,450.0
2025-01-01,20250101,1,216,5,355,4,75.0,300.0
2025-01-01,20250101,1,217,3,355,1,75.0,75.0
2025-01-01,20250101,1,218,4,355,3,150.0,450.0
2025-01-01,20250101,1,219,2,355,3,120.0,360.0
2025-01-01,20250101,3,220,1,355,1,150.0,150.0
2025-01-01,20250101,1,221,3,355,4,75.0,300.0
2025-01-01,20250101,1,222,1,355,4,120.0,480.0
2025-01-01,20250101,4,223,3,355,2,90.0,180.0
2025-01-01,20250101,2,224,4,355,5,60.0,300.0
2025-01-01,20250101,2,225,3,355,1,150.0,150.0
2025-01-01,20250101,1,226,1,355,2,150.0,300.0
2025-01-01,20250101,4,227,5,355,1,50.0,50.0
2025-01-01,20250101,3,228,3,355,3,25.0,75.0
2025-01-01,20250101,2,229,1,355,1,90.0,90.0
2025-01-01,20250101,3,230,1,355,5,150.0,750.0
2025-01-01,20250101,1,231,4,355,2,50.0,100.0
2025-01-01,20250101,2,232,5,355,1,120.0,120.0
2025-01-01,20250101,1,233,1,355,6,60.0,360.0
2025-01-01,20250101,1,234,3,355,3,25.0,75.0
2025-01-01,20250101,2,235,1,355,4,60.0,240.0
2025-01-01,20250101,4,236,1,355,5,150.0,750.0
2025-01-01,20250101,1,237,3,355,2,90.0,180.0
2025-01-01,20250101,1,238,4,355,5,90.0,450.0
2025-01-01,20250101,4,239,4,355,1,60.0,60.0
2025-01-01,20250101,2,240,4,355,3,25.0,75.0
2025-01-01,20250101,1,241,2,355,3,50.0,150.0
2025-01-01,20250101,3,242,4,355,3,150.0,450.0
2025-01-01,20250101,2,243,3,355,4,120.0,480.0
2025-01-01,20250101,2,244,2,355,1,90.0,90.0
2025-01-01,20250101,1,245,1,355,4,25.0,100.0
2025-01-01,20250101,4,246,1,355,4,150.0,600.0
2025-01-01,20250101,4,247,5,355,2,90.0,180.0
2025-01-01,20250101,2,248,2,355,3,50.0,150.0
2025-01-01,20250101,2,249,5,355,4,60.0,240.0
2025-01-01,20250101,2,250,4,355,4,60.0,240.0
2025-01-01,20250101,2,251,3,355,6,60.0,360.0
2025-01-01,20250101,1,252,3,355,5,90.0,450.0
2025-01-01,20250101,1,253,4,355,3,120.0,360.0
2025-01-01,20250101,5,254,3,355,6,25.0,150.0
2025-01-01,20250101,2,255,4,355,5,150.0,750.0
2025-01-01,20250101,3,256,4,355,2,120.0,240.0
2025-01-01,20250101,2,257,3,355,6,150.0,900.0
2025-01-01,20250101,3,258,4,355,1,75.0,75.0
2025-01-01,20250101,4,259,1,355,2,150.0,300.0
2025-01-01,20250101,5,260,2,355,6,120.0,720.0
2025-01-01,20250101,1,261,4,355,5,25.0,125.0
2025-01-01,20250101,3,262,2,355,3,50.0,150.0
2025-01-01,20250101,3,263,3,355,4,60.0,240.0
2025-01-01,20250101,2,264,5,355,3,120.0,360.0
2025-01-01,20250101,2,265,3,355,1,25.0,25.0
2025-01-01,20250101,2,266,2,355,1,50.0,50.0
2025-01-01,20250101,1,267,5,355,5,75.0,375.0
2025-01-01,20250101,5,268,4,355,5,120.0,600.0
2025-01-01,20250101,1,269,5,355,3,75.0,225.0
2025-01-01,20250101,5,270,2,355,1,60.0,60.0
2025-01-01,20250101,4,271,2,355,5,25.0,125.0
2025-01-01,20250101,1,272,5,355,5,150.0,750.0
2025-01-01,20250101,3,273,2,355,1,150.0,150.0
2025-01-01,20250101,1,274,1,355,5,60.0,300.0
2025-01-01,20250101,4,275,5,355,4,25.0,100.0
2025-01-01,20250101,2,276,1,355,5,75.0,375.0
2025-01-01,20250101,2,277,3,355,2,120.0,240.0
2025-01-01,20250101,3,278,5,355,2,150.0,300.0
2025-01-01,20250101,1,279,4,355,2,90.0,180.0
2025-01-01,20250101,1,280,1,355,2,75.0,150.0
2025-01-01,20250101,1,281,4,355,1,90.0,90.0
2025-01-01,20250101,1,282,2,355,2,50.0,100.0
2025-01-01,20250101,4,283,1,355,3,50.0,150.0
2025-01-01,20250101,2,284,3,355,4,150.0,600.0
2025-01-01,20250101,1,285,3,355,3,120.0,360.0
2025-01-01,20250101,1,286,2,355,1,60.0,60.0
2025-01-01,20250101,1,287,1,355,4,50.0,200.0
2025-01-01,20250101,2,288,4,355,1,150.0,150.0
2025-01-01,20250101,2,289,1,355,2,60.0,120.0
2025-01-01,20250101,1,290,1,355,2,120.0,240.0
2025-01-01,20250101,2,291,4,355,4,50.0,200.0
2025-01-01,20250101,4,292,3,355,3,35.0,105.0
2025-01-01,20250101,2,293,4,355,3,90.0,270.0
2025-01-01,20250101,2,294,2,355,3,90.0,270.0
2025-01-01,20250101,2,295,2,355,2,90.0,180.0
2025-01-01,20250101,3,296,4,355,1,120.0,120.0
2025-01-01,20250101,2,297,4,355,4,150.0,600.0
2025-01-01,20250101,1,298,1,355,2,60.0,120.0
2025-01-01,20250101,2,299,2,355,2,90.0,180.0
2025-01-01,20250101,5,300,5,355,1,150.0,150.0
2025-01-01,20250101,2,301,2,355,6,35.0,210.0
2025-01-01,20250101,1,302,1,355,6,150.0,900.0
2025-01-01,20250101,2,303,4,355,1,35.0,35.0
2025-01-01,20250101,2,304,3,355,2,120.0,240.0
2025-01-01,20250101,2,305,4,355,3,25.0,75.0
2025-01-01,20250101,2,306,3,355,2,60.0,120.0
2025-01-01,20250101,2,307,1,355,4,50.0,200.0
2025-01-01,20250101,1,308,5,355,1,90.0,90.0
2025-01-01,20250101,2,309,1,355,1,120.0,120.0
2025-01-01,20250101,1,310,2,355,5,90.0,450.0
2025-01-01,20250101,1,311,1,355,1,75.0,75.0
2025-01-01,20250101,1,312,1,355,3,75.0,225.0
2025-01-01,20250101,1,313,3,355,2,150.0,300.0
2025-01-01,20250101,2,314,3,355,1,90.0,90.0
2025-01-01,20250101,2,315,5,355,2,25.0,50.0
2025-01-01,20250101,2,316,3,355,5,60.0,300.0
2025-01-01,20250101,2,317,1,355,4,25.0,100.0
2025-01-01,20250101,2,318,2,355,1,90.0,90.0
2025-01-01,20250101,1,319,1,355,3,60.0,180.0
2025-01-01,20250101,3,320,2,355,3,90.0,270.0
2025-01-01,20250101,2,321,5,355,6,90.0,540.0
2025-01-01,20250101,3,322,3,355,1,25.0,25.0
2025-01-01,20250101,2,323,5,355,5,25.0,125.0
2025-01-01,20250101,1,324,5,355,1,120.0,120.0
2025-01-01,20250101,3,325,5,355,4,120.0,480.0
2025-01-01,20250101,2,326,2,355,4,35.0,140.0
2025-01-01,20250101,5,327,1,355,5,120.0,600.0
2025-01-01,20250101,2,328,1,355,3,60.0,180.0
2025-01-01,20250101,5,329,5,355,6,60.0,360.0
2025-01-01,20250101,2,330,1,355,4,150.0,600.0
2025-01-01,20250101,2,331,1,355,3,50.0,150.0
2025-01-01,20250101,1,332,5,355,4,120.0,480.0
2025-01-01,20250101,4,333,5,355,6,90.0,540.0
2025-01-01,20250101,1,334,3,355,4,90.0,360.0
2025-01-01,20250101,1,335,4,355,2,75.0,150.0
2025-01-01,20250101,4,336,5,355,2,120.0,240.0
2025-01-01,20250101,2,337,5,355,2,150.0,300.0
2025-01-01,20250101,4,338,3,355,1,120.0,120.0
2025-01-01,20250101,4,339,3,355,2,50.0,100.0
2025-01-01,20250101,1,340,2,355,5,50.0,250.0
2025-01-01,20250101,2,341,3,355,5,150.0,750.0
2025-01-01,20250101,3,342,2,355,6,25.0,150.0
2025-01-01,20250101,3,343,4,355,5,60.0,300.0
2025-01-01,20250101,2,344,3,355,6,75.0,450.0
2025-01-01,20250101,2,345,3,355,2,75.0,150.0
2025-01-01,20250101,1,346,1,355,2,150.0,300.0
2025-01-01,20250101,1,347,3,355,3,120.0,360.0
2025-01-01,20250101,3,348,5,355,4,35.0,140.0
2025-01-01,20250101,1,349,2,355,1,120.0,120.0
2025-01-01,20250101,3,350,1,355,6,35.0,210.0
2025-01-01,20250101,1,351,4,355,3,60.0,180.0
2025-01-01,20250101,1,352,3,355,1,35.0,35.0
2025-01-01,20250101,4,353,4,355,5,50.0,250.0
2025-01-01,20250101,1,354,5,355,4,25.0,100.0
2025-01-01,20250101,1,355,1,355,4,75.0,300.0
2025-01-01,20250101,1,356,3,355,3,90.0,270.0
2025-01-01,20250101,1,357,4,355,3,75.0,225.0
2025-01-01,20250101,2,358,2,355,5,150.0,750.0
2025-01-01,20250101,3,359,3,355,1,120.0,120.0
2025-01-01,20250101,4,360,3,355,4,90.0,360.0
2025-01-01,20250101,2,361,2,355,4,90.0,360.0
2025-01-01,20250101,2,362,3,355,3,35.0,105.0
2025-01-01,20250101,3,363,3,355,1,35.0,35.0
2025-01-01,20250101,3,364,1,355,5,150.0,750.0
2025-01-01,20250101,1,365,4,355,2,50.0,100.0
2025-01-01,20250101,1,366,3,355,6,50.0,300.0
2025-01-01,20250101,2,367,2,355,5,90.0,450.0
2025-01-01,20250101,1,368,3,355,5,150.0,750.0
2025-01-01,20250101,1,369,5,355,2,35.0,70.0
2025-01-01,20250101,1,370,1,355,2,25.0,50.0
2025-01-01,20250101,2,371,2,355,6,50.0,300.0
2025-01-01,20250101,3,372,4,355,2,150.0,300.0
2025-01-01,20250101,2,373,5,355,6,25.0,150.0
2025-01-01,20250101,1,374,5,355,6,90.0,540.0
2025-01-01,20250101,1,375,2,355,2,120.0,240.0
2025-01-01,20250101,4,376,3,355,4,50.0,200.0
2025-01-01,20250101,2,377,2,355,1,120.0,120.0
2025-01-01,20250101,1,378,4,355,4,75.0,300.0
2025-01-01,20250101,3,379,3,355,2,150.0,300.0
2025-01-01,20250101,1,380,4,355,4,35.0,140.0
2025-01-01,20250101,1,381,4,355,1,90.0,90.0
2025-01-01,20250101,2,382,5,355,2,120.0,240.0
2025-01-01,20250101,5,383,3,355,6,120.0,720.0
2025-01-01,20250101,2,384,3,355,1,150.0,150.0
2025-01-01,20250101,2,385,3,355,3,25.0,75.0
2025-01-01,20250101,3,386,4,355,5,25.0,125.0
2025-01-01,20250101,1,387,5,355,5,150.0,750.0
2025-01-01,20250101,1,388,2,355,4,25.0,100.0
2025-01-01,20250101,3,389,1,355,1,120.0,120.0
2025-01-01,20250101,2,390,2,355,2,50.0,100.0
2025-01-01,20250101,1,391,4,355,3,120.0,360.0
2025-01-01,20250101,1,392,5,355,5,35.0,175.0
2025-01-01,20250101,1,393,2,355,6,60.0,360.0
2025-01-01,20250101,2,394,4,355,5,90.0,450.0
2025-01-01,20250101,1,395,4,355,2,90.0,180.0
2025-01-01,20250101,2,396,5,355,2,25.0,50.0
2025-01-01,20250101,2,397,4,355,1,50.0,50.0
2025-01-01,20250101,3,398,3,355,6,120.0,720.0
2025-01-01,20250101,2,399,4,355,2,150.0,300.0
2025-01-01,20250101,4,400,3,355,5,50.0,250.0
2025-01-01,20250101,5,401,1,355,3,90.0,270.0
2025-01-01,20250101,1,402,5,355,5,150.0,750.0
2025-01-01,20250101,2,403,2,355,1,120.0,120.0
2025-01-01,20250101,2,404,3,355,6,35.0,210.0
2025-01-01,20250101,2,405,5,355,5,75.0,375.0
2025-01-01,20250101,4,406,2,355,1,150.0,150.0
2025-01-01,20250101,1,407,3,355,3,90.0,270.0
2025-01-01,20250101,2,408,1,355,6,75.0,450.0
2025-01-01,20250101,3,409,3,355,4,90.0,360.0
2025-01-01,20250101,1,410,2,355,6,35.0,210.0
2025-01-01,20250101,2,411,4,355,1,60.0,60.0
2025-01-01,20250101,2,412,2,355,3,120.0,360.0
2025-01-01,20250101,3,413,5,355,6,60.0,360.0
2025-01-01,20250101,2,414,1,355,1,120.0,120.0
2025-01-01,20250101,4,415,3,355,2,90.0,180.0
2025-01-01,20250101,3,416,1,355,2,75.0,150.0
2025-01-01,20250101,3,417,5,355,6,50.0,300.0
2025-01-01,20250101,2,418,1,355,6,90.0,540.0
2025-01-01,20250101,1,419,3,355,4,120.0,480.0
2025-01-01,20250101,2,420,1,355,4,35.0,140.0
2025-01-01,20250101,4,421,2,355,1,60.0,60.0
2025-01-01,20250101,1,422,4,355,6,75.0,450.0
2025-01-01,20250101,2,423,4,355,3,25.0,75.0
2025-01-01,20250101,1,424,1,355,5,60.0,300.0
2025-01-01,20250101,1,425,4,355,6,90.0,540.0
2025-01-01,20250101,1,426,3,355,3,35.0,105.0
2025-01-01,20250101,3,427,5,355,5,60.0,300.0
2025-01-01,20250101,4,428,1,355,4,35.0,140.0
2025-01-01,20250101,5,429,1,355,3,90.0,270.0
2025-01-01,20250101,3,430,4,355,5,25.0,125.0
2025-01-01,20250101,1,431,2,355,1,25.0,25.0
2025-01-01,20250101,4,432,4,355,6,120.0,720.0
2025-01-01,20250101,1,433,2,355,2,120.0,240.0
2025-01-01,20250101,2,434,2,355,4,35.0,140.0
2025-01-01,20250101,1,435,5,355,3,150.0,450.0
2025-01-01,20250101,3,436,2,355,4,75.0,300.0
2025-01-01,20250101,1,437,2,355,4,90.0,360.0
2025-01-01,20250101,2,438,3,355,1,150.0,150.0
2025-01-01,20250101,1,439,4,355,4,120.0,480.0
2025-01-01,20250101,2,440,3,355,6,150.0,900.0
2025-01-01,20250101,1,441,1,355,4,35.0,140.0
2025-01-01,20250101,2,442,4,355,4,75.0,300.0
2025-01-01,20250101,3,443,1,355,2,90.0,180.0
2025-01-01,20250101,3,444,2,355,4,120.0,480.0
2025-01-01,20250101,1,445,1,355,3,120.0,360.0
2025-01-01,20250101,3,446,4,355,6,120.0,720.0
2025-01-01,20250101,3,447,3,355,1,60.0,60.0
2025-01-01,20250101,3,448,2,355,3,35.0,105.0
2025-01-01,20250101,4,449,1,355,4,75.0,300.0
2025-01-01,20250101,2,450,3,355,2,120.0,240.0
2025-01-01,20250101,2,451,5,355,1,25.0,25.0
2025-01-01,20250101,2,452,3,355,5,35.0,175.0
2025-01-01,20250101,1,453,4,355,4,75.0,300.0
2025-01-01,20250101,2,454,2,355,2,120.0,240.0
2025-01-01,20250101,1,455,4,355,2,150.0,300.0
2025-01-01,20250101,2,456,2,355,4,150.0,600.0
2025-01-01,20250101,2,457,3,355,6,90.0,540.0
2025-01-01,20250101,2,458,3,355,2,75.0,150.0
2025-01-01,20250101,3,459,2,355,2,150.0,300.0
2025-01-01,20250101,3,460,4,355,2,60.0,120.0
2025-01-01,20250101,2,461,3,355,6,60.0,360.0
2025-01-01,20250101,1,462,1,355,3,25.0,75.0
2025-01-01,20250101,2,463,3,355,6,150.0,900.0
2025-01-01,20250101,2,464,1,355,2,60.0,120.0
2025-01-01,20250101,2,465,5,355,6,60.0,360.0
2025-01-01,20250101,2,466,2,355,5,60.0,300.0
2025-01-01,20250101,2,467,4,355,4,60.0,240.0
2025-01-01,20250101,3,468,4,355,2,150.0,300.0
2025-01-01,20250101,1,469,1,355,1,35.0,35.0
2025-01-01,20250101,2,470,1,355,4,50.0,200.0
2025-01-01,20250101,1,471,1,355,3,60.0,180.0
2025-01-01,20250101,1,472,2,355,6,90.0,540.0
2025-01-01,20250101,2,473,2,355,4,35.0,140.0
2025-01-01,20250101,1,474,2,355,6,75.0,450.0
2025-01-01,20250101,1,475,2,355,3,90.0,270.0
2025-01-01,20250101,2,476,1,355,6,150.0,900.0
2025-01-01,20250101,2,477,2,355,4,120.0,480.0
2025-01-01,20250101,2,478,3,355,3,50.0,150.0
2025-01-01,20250101,5,479,3,355,5,25.0,125.0
